"State","Locality","Beginning Of Month","New Admissions","Male","Female","Cured","Death","Default","Non-Responder","Total Discharge","Rutf Consumed","Screening","Sites","Month","Year"
"West Kordofan","El Idia",38,15,6,9,9,0,6,0,15,14,NA,NA,"Feb","2018"
"West Kordofan","El Idia",42,35,9,26,11,0,6,0,17,19,NA,NA,"Mar","2018"
"West Kordofan","El Idia",57,64,34,30,13,0,4,0,17,39,NA,NA,"Apr","2018"
"West Kordofan","El Idia",80,55,28,26,10,0,12,0,22,72,NA,NA,"May","2018"
"West Kordofan","El Idia",121,128,66,62,17,0,30,0,47,82,NA,NA,"Jun","2018"
"West Kordofan","El Idia",206,106,43,63,54,1,14,3,72,82,NA,NA,"Jul","2018"
"West Kordofan","El Idia",237,64,26,38,69,0,47,4,120,71,NA,NA,"Aug","2018"
"West Kordofan","El Idia",214,46,19,27,51,1,4,1,57,46,NA,NA,"Sep","2018"
"West Kordofan","El Idia",211,65,29,36,36,0,27,0,63,51,NA,NA,"Oct","2018"
"West Kordofan","El Idia",215,33,15,23,45,0,33,1,79,40,NA,NA,"Nov","2018"
"West Kordofan","El Idia",166,23,12,11,27,0,13,0,40,50,NA,NA,"Dec","2018"
"West Kordofan","Es Salam",19,14,6,8,3,1,1,0,5,9.14,NA,NA,"Jan","2018"
"West Kordofan","Es Salam",23,14,8,7,4,0,0,0,4,5.86,NA,NA,"Feb","2018"
"West Kordofan","Es Salam",32,19,6,13,7,0,0,0,7,9.16,NA,NA,"Mar","2018"
"West Kordofan","Es Salam",36,14,7,7,11,0,0,0,11,6.03,NA,NA,"Apr","2018"
"West Kordofan","Es Salam",39,35,18,17,9,1,1,0,11,11.77,NA,NA,"May","2018"
"West Kordofan","Es Salam",52,22,13,10,12,0,4,0,16,14.24,NA,NA,"Jun","2018"
"West Kordofan","Es Salam",49,19,11,8,33,0,2,0,35,18.01,NA,NA,"Jul","2018"
"West Kordofan","Es Salam",29,12,4,8,22,0,0,0,22,8.38,NA,NA,"Aug","2018"
"West Kordofan","Es Salam",15,9,4,5,10,0,0,0,10,6.19,NA,NA,"Sep","2018"
"West Kordofan","Es Salam",14,21,11,10,15,0,0,0,15,9.81,NA,NA,"Oct","2018"
"West Kordofan","Es Salam",20,12,3,9,8,0,2,0,10,8.77,NA,NA,"Nov","2018"
"West Kordofan","Es Salam",22,3,1,3,5,0,0,0,5,15.12,NA,NA,"Dec","2018"
"West Kordofan","El Dibab",86,12,7,5,19,0,3,0,22,10,NA,NA,"Jan","2018"
"West Kordofan","El Dibab",76,19,6,13,28,0,3,0,31,6,NA,NA,"Feb","2018"
"West Kordofan","El Dibab",64,42,22,20,23,0,2,0,25,16,NA,NA,"Mar","2018"
"West Kordofan","El Dibab",81,92,42,50,44,0,4,0,48,46,NA,NA,"Apr","2018"
"West Kordofan","El Dibab",125,31,15,18,35,0,5,0,40,20,NA,NA,"May","2018"
"West Kordofan","El Dibab",116,41,20,21,46,0,4,0,50,40,NA,NA,"Jun","2018"
"West Kordofan","El Dibab",108,49,20,29,31,1,4,0,36,27,NA,NA,"Jul","2018"
"West Kordofan","El Dibab",121,33,8,25,31,0,6,0,37,20,NA,NA,"Aug","2018"
"West Kordofan","El Dibab",125,29,7,22,27,0,3,0,30,30,NA,NA,"Sep","2018"
"West Kordofan","El Dibab",121,33,8,25,31,0,6,0,37,20,NA,NA,"Oct","2018"
"West Kordofan","El Dibab",125,21,9,12,25,0,7,0,32,30,NA,NA,"Nov","2018"
"West Kordofan","El Dibab",115,27,12,15,26,0,6,0,32,0,NA,NA,"Dec","2018"
"West Kordofan","Elsunut",79,16,8,8,47,0,1,0,48,19,NA,NA,"Jan","2018"
"West Kordofan","Elsunut",47,6,2,4,3,0,0,0,3,9,NA,NA,"Feb","2018"
"West Kordofan","Elsunut",50,35,11,24,11,1,1,0,13,21,NA,NA,"Mar","2018"
"West Kordofan","Elsunut",95,26,12,14,41,0,0,0,41,36,NA,NA,"Apr","2018"
"West Kordofan","Elsunut",80,30,14,16,32,0,0,0,32,19,NA,NA,"May","2018"
"West Kordofan","Elsunut",78,12,4,8,18,1,0,0,19,21,NA,NA,"Jun","2018"
"West Kordofan","Elsunut",71,52,25,27,40,0,1,3,44,54,NA,NA,"Jul","2018"
"West Kordofan","Elsunut",98,22,8,14,28,0,1,1,30,43,NA,NA,"Aug","2018"
"West Kordofan","Elsunut",108,18,4,14,49,0,1,0,50,15,NA,NA,"Sep","2018"
"West Kordofan","Elsunut",78,19,5,14,23,0,1,0,24,11,NA,NA,"Oct","2018"
"West Kordofan","Elsunut",86,20,7,13,32,0,3,0,35,19,NA,NA,"Nov","2018"
"West Kordofan","Elsunut",71,12,7,6,23,0,3,1,27,6,NA,NA,"Dec","2018"
"West Kordofan","Babanusa",23,28,13,15,7,0,1,0,8,11,NA,NA,"Jan","2018"
"West Kordofan","Babanusa",42,21,11,10,7,1,2,0,10,14,NA,NA,"Feb","2018"
"West Kordofan","Babanusa",51,22,10,12,9,0,4,0,13,24,NA,NA,"Mar","2018"
"West Kordofan","Babanusa",58,16,6,10,14,0,1,0,15,74,NA,NA,"Apr","2018"
"West Kordofan","Babanusa",57,23,6,17,23,0,4,0,27,26,NA,NA,"May","2018"
"West Kordofan","Babanusa",44,21,8,13,13,0,4,0,17,30,NA,NA,"Jun","2018"
"West Kordofan","Babanusa",49,23,9,14,16,1,3,0,20,24,NA,NA,"Jul","2018"
"West Kordofan","Babanusa",55,13,5,8,13,0,3,0,16,22,NA,NA,"Aug","2018"
"West Kordofan","Babanusa",52,10,6,4,12,0,1,0,13,13,NA,NA,"Sep","2018"
"West Kordofan","Babanusa",50,15,6,9,19,0,4,0,23,13,NA,NA,"Oct","2018"
"West Kordofan","Babanusa",40,24,11,13,12,0,0,0,12,40,NA,NA,"Nov","2018"
"West Kordofan","Babanusa",52,27,10,17,16,0,1,0,17,6,NA,NA,"Dec","2018"
"West Kordofan","Ghubaish",473,79,35,44,65,0,0,3,68,49,NA,NA,"Jan","2018"
"West Kordofan","Ghubaish",224,67,22,43,47,0,1,0,48,34,NA,NA,"Feb","2018"
"West Kordofan","Ghubaish",236,126,67,59,84,0,4,1,89,73,NA,NA,"Mar","2018"
"West Kordofan","Ghubaish",252,95,50,46,47,0,8,1,56,30,NA,NA,"Apr","2018"
"West Kordofan","Ghubaish",298,162,73,87,63,0,2,1,66,41,NA,NA,"May","2018"
"West Kordofan","Ghubaish",381,133,69,66,45,3,17,1,66,38,NA,NA,"Jun","2018"
"West Kordofan","Ghubaish",136,59,29,30,57,0,1,0,58,41,NA,NA,"Jul","2018"
"West Kordofan","Ghubaish",253,89,47,42,82,1,0,0,83,62.88,NA,NA,"Aug","2018"
"West Kordofan","Ghubaish",287,248,130,117,170,0,0,0,170,106,NA,NA,"Sep","2018"
"West Kordofan","Ghubaish",325,128,66,61,105,0,1,0,106,74,NA,NA,"Oct","2018"
"West Kordofan","Ghubaish",342,148,65,84,44,0,0,0,44,92,NA,NA,"Nov","2018"
"West Kordofan","Ghubaish",433,101,50,51,67,1,0,0,68,96,NA,NA,"Dec","2018"
"West Kordofan","Keilik",95,34,17,17,16,0,0,0,16,42,NA,NA,"Jan","2018"
"West Kordofan","Keilik",113,18,13,5,23,0,0,0,23,49,NA,NA,"Feb","2018"
"West Kordofan","Keilik",108,44,23,21,23,0,0,2,25,51,NA,NA,"Mar","2018"
"West Kordofan","Keilik",131,53,21,32,35,0,0,0,35,54,NA,NA,"Apr","2018"
"West Kordofan","Keilik",51,19,8,11,26,0,0,0,26,53,NA,NA,"May","2018"
"West Kordofan","Keilik",90,91,46,45,12,0,0,0,12,18,NA,NA,"Jun","2018"
"West Kordofan","Keilik",235,105,58,47,37,2,0,0,39,10,NA,NA,"Jul","2018"
"West Kordofan","Keilik",390,150,32,115,104,0,0,0,104,79,NA,NA,"Aug","2018"
"West Kordofan","Keilik",411,26,9,17,122,0,0,0,122,61,NA,NA,"Sep","2018"
"West Kordofan","Keilik",209,17,7,10,32,0,0,0,32,47,NA,NA,"Oct","2018"
"West Kordofan","Keilik",294,15,5,10,8,0,0,0,8,16,NA,NA,"Nov","2018"
"West Kordofan","Keilik",300,41,19,22,28,0,0,1,29,100,NA,NA,"Dec","2018"
"West Kordofan","Lagawa",121,50,25,25,25,0,3,0,28,45,NA,NA,"Jan","2018"
"West Kordofan","Lagawa",144,23,9,14,23,0,3,0,26,32,NA,NA,"Feb","2018"
"West Kordofan","Lagawa",141,49,25,24,44,0,7,0,51,48,NA,NA,"Mar","2018"
"West Kordofan","Lagawa",137,29,12,17,33,1,0,0,34,26,NA,NA,"Apr","2018"
"West Kordofan","Lagawa",32,15,7,8,13,0,1,0,14,7,NA,NA,"May","2018"
"West Kordofan","Lagawa",38,16,7,9,11,0,2,0,13,9,NA,NA,"Jun","2018"
"West Kordofan","Lagawa",274,101,48,53,35,1,5,0,41,64,NA,NA,"Jul","2018"
"West Kordofan","Lagawa",339,43,16,27,42,0,4,0,46,47,NA,NA,"Aug","2018"
"West Kordofan","Lagawa",64,20,9,11,27,1,3,2,33,20,NA,NA,"Sep","2018"
"West Kordofan","Lagawa",51,28,15,13,23,0,0,0,23,30,NA,NA,"Oct","2018"
"West Kordofan","Lagawa",53,37,13,24,22,0,5,0,27,36,NA,NA,"Nov","2018"
"West Kordofan","Lagawa",63,16,8,8,15,0,3,0,18,29,NA,NA,"Dec","2018"
"West Kordofan","Wad Benda",176,65,33,32,40,0,5,0,45,55,NA,NA,"Jan","2018"
"West Kordofan","Wad Benda",195,122,59,73,61,0,5,0,66,31,NA,NA,"Feb","2018"
"West Kordofan","Wad Benda",177,102,53,57,31,0,5,0,36,40,NA,NA,"Mar","2018"
"West Kordofan","Wad Benda",95,48,23,25,25,0,10,0,35,13,NA,NA,"Apr","2018"
"West Kordofan","Wad Benda",266,201,83,118,34,1,8,0,43,58,NA,NA,"Jun","2018"
"West Kordofan","Wad Benda",121,29,13,15,35,0,2,0,37,17,NA,NA,"Jul","2018"
"West Kordofan","Wad Benda",56,10,4,6,9,0,0,0,9,6,NA,NA,"Aug","2018"
"West Kordofan","Wad Benda",195,49,22,27,15,0,1,0,16,40,NA,NA,"Sep","2018"
"West Kordofan","Wad Benda",228,49,23,26,41,0,1,0,42,22,NA,NA,"Oct","2018"
"West Kordofan","Wad Benda",235,51,23,28,30,0,13,0,43,30,NA,NA,"Nov","2018"
"West Kordofan","Wad Benda",243,67,32,37,27,0,5,0,32,29,NA,NA,"Dec","2018"
"White Nile","El Diwaim",30,35,21,14,16,0,22,0,38,3,NA,NA,"Jan","2018"
"White Nile","El Diwaim",13,15,9,6,12,1,7,0,20,8,NA,NA,"Feb","2018"
"White Nile","El Diwaim",10,20,13,7,7,1,6,0,14,4,NA,NA,"Mar","2018"
"White Nile","El Diwaim",16,19,11,8,9,2,9,0,20,4,NA,NA,"Apr","2018"
"White Nile","El Diwaim",15,20,9,11,9,2,11,0,22,2,NA,NA,"May","2018"
"White Nile","El Diwaim",16,15,11,4,0,0,11,0,11,2,NA,NA,"Jun","2018"
"White Nile","El Diwaim",13,34,22,12,1,2,9,0,12,4,NA,NA,"Jul","2018"
"White Nile","El Diwaim",35,85,20,41,36,1,24,0,61,5,NA,NA,"Sep","2018"
"White Nile","El Diwaim",59,62,35,27,4,6,26,0,36,17,NA,NA,"Oct","2018"
"White Nile","El Diwaim",53,14,7,7,5,1,31,0,37,27,NA,NA,"Nov","2018"
"White Nile","El Diwaim",66,53,24,30,1,1,46,0,48,22.22,NA,NA,"Dec","2018"
"White Nile","El Gitaina",9,11,3,8,5,0,2,0,7,5,NA,NA,"Jan","2018"
"White Nile","El Gitaina",17,3,1,2,4,0,0,0,4,7,NA,NA,"Feb","2018"
"White Nile","El Gitaina",2,2,0,2,1,0,0,0,1,1,NA,NA,"Mar","2018"
"White Nile","El Gitaina",12,1,1,0,10,0,0,0,10,1,NA,NA,"Apr","2018"
"White Nile","El Gitaina",2,1,1,0,1,0,0,0,1,0,NA,NA,"May","2018"
"White Nile","El Gitaina",3,2,1,1,1,0,0,0,1,2,NA,NA,"Jun","2018"
"White Nile","El Gitaina",3,1,1,0,2,0,0,0,2,1,NA,NA,"Jul","2018"
"White Nile","El Gitaina",5,0,0,0,0,0,0,0,0,0,NA,NA,"Aug","2018"
"White Nile","El Gitaina",2,2,1,1,3,0,0,0,3,0,NA,NA,"Oct","2018"
"White Nile","El Gitaina",2,2,1,1,3,0,0,0,3,1,NA,NA,"Dec","2018"
"White Nile","El Jabalain",191,60,33,27,91,0,7,1,99,137,NA,NA,"Jan","2018"
"White Nile","El Jabalain",155,73,33,40,70,1,7,1,79,103,NA,NA,"Feb","2018"
"White Nile","El Jabalain",122,43,25,18,34,0,3,1,38,49,NA,NA,"Mar","2018"
"White Nile","El Jabalain",125,45,21,22,55,0,4,2,61,62,NA,NA,"Apr","2018"
"White Nile","El Jabalain",140,166,69,97,65,0,33,0,98,95,NA,NA,"May","2018"
"White Nile","El Jabalain",204,75,32,43,22,0,70,0,92,59,NA,NA,"Jun","2018"
"White Nile","El Jabalain",188,113,61,52,39,0,4,1,44,79,NA,NA,"Jul","2018"
"White Nile","El Jabalain",216,89,37,51,95,0,11,1,107,67,NA,NA,"Aug","2018"
"White Nile","El Jabalain",295,191,92,99,118,2,24,0,144,103,NA,NA,"Sep","2018"
"White Nile","El Jabalain",338,141,63,73,115,2,56,3,176,149.9,NA,NA,"Oct","2018"
"White Nile","El Jabalain",298,107,43,64,106,1,20,1,128,151.1,NA,NA,"Nov","2018"
"White Nile","El Jabalain",297,139,59,80,116,1,14,2,133,153,NA,NA,"Dec","2018"
"White Nile","Es Salam",472,179,77,102,192,1,52,3,248,113.1,NA,NA,"Jan","2018"
"White Nile","Es Salam",379,184,86,98,184,1,24,3,212,205,NA,NA,"Feb","2018"
"White Nile","Es Salam",313,181,82,106,142,2,36,3,183,139,NA,NA,"Mar","2018"
"White Nile","Es Salam",333,230,86,144,139,2,35,3,179,150,NA,NA,"Apr","2018"
"White Nile","Es Salam",374,244,105,139,133,3,19,1,156,128,NA,NA,"May","2018"
"White Nile","Es Salam",402,231,114,117,153,5,13,1,172,133,NA,NA,"Jun","2018"
"White Nile","Es Salam",451,489,238,250,124,7,39,2,172,263,NA,NA,"Jul","2018"
"White Nile","Es Salam",557,439,214,226,241,6,26,4,277,212.2,NA,NA,"Aug","2018"
"White Nile","Es Salam",882,411,213,207,374,9,57,21,461,220.8,NA,NA,"Sep","2018"
"White Nile","Es Salam",642,271,118,153,254,5,39,7,305,169,NA,NA,"Oct","2018"
"White Nile","Es Salam",511,222,102,120,188,5,51,10,254,126,NA,NA,"Nov","2018"
"White Nile","Es Salam",424,214,109,132,138,2,35,11,186,106,NA,NA,"Dec","2018"
"White Nile","Guli",87,116,67,49,30,0,6,1,37,-11,NA,NA,"Jan","2018"
"White Nile","Guli",168,196,76,120,37,0,5,0,42,2,NA,NA,"Feb","2018"
"White Nile","Guli",302,150,60,90,61,0,0,1,62,-2,NA,NA,"Mar","2018"
"White Nile","Guli",393,250,65,185,99,0,4,1,104,24,NA,NA,"Apr","2018"
"White Nile","Guli",544,31,16,18,41,0,0,0,41,18,NA,NA,"May","2018"
"White Nile","Guli",535,30,14,16,71,1,0,0,72,10,NA,NA,"Jun","2018"
"White Nile","Guli",447,26,8,18,2,0,1,0,3,2,NA,NA,"Jul","2018"
"White Nile","Guli",464,33,14,19,28,0,0,0,28,20,NA,NA,"Aug","2018"
"White Nile","Guli",5,50,25,25,32,0,2,0,34,11,NA,NA,"Sep","2018"
"White Nile","Guli",58,24,11,13,19,0,2,0,21,24,NA,NA,"Oct","2018"
"White Nile","Guli",502,53,21,32,20,0,3,0,23,27,NA,NA,"Nov","2018"
"White Nile","Guli",532,43,24,22,48,0,1,0,49,28,NA,NA,"Dec","2018"
"White Nile","Kosti",475,148,94,54,64,2,30,2,98,108,NA,NA,"Jan","2018"
"White Nile","Kosti",515,188,89,99,75,0,13,2,90,73,NA,NA,"Feb","2018"
"White Nile","Kosti",606,211,92,119,136,0,10,0,146,-5,NA,NA,"Mar","2018"
"White Nile","Kosti",667,178,89,89,147,0,6,1,154,149,NA,NA,"Apr","2018"
"White Nile","Kosti",701,149,70,79,136,0,16,0,152,129,NA,NA,"May","2018"
"White Nile","Kosti",633,151,59,92,107,0,10,0,117,82,NA,NA,"Jun","2018"
"White Nile","Kosti",704,227,112,142,100,4,3,0,107,168,NA,NA,"Jul","2018"
"White Nile","Kosti",448,151,83,68,203,1,10,0,214,62,NA,NA,"Aug","2018"
"White Nile","Kosti",351,173,99,80,84,3,5,1,93,51,NA,NA,"Sep","2018"
"White Nile","Kosti",628,242,120,126,132,1,19,3,155,160,NA,NA,"Oct","2018"
"White Nile","Kosti",643,200,107,97,117,1,12,2,132,141,NA,NA,"Nov","2018"
"White Nile","Kosti",685,254,106,148,122,0,17,2,141,134,NA,NA,"Dec","2018"
"White Nile","Rabak",102,33,11,22,35,1,11,2,49,116,NA,NA,"Jan","2018"
"White Nile","Rabak",70,31,13,18,24,2,6,3,35,26,NA,NA,"Feb","2018"
"White Nile","Rabak",54,37,12,12,22,1,5,2,30,30,NA,NA,"Mar","2018"
"White Nile","Rabak",47,55,24,31,33,0,4,0,37,50,NA,NA,"Apr","2018"
"White Nile","Rabak",47,141,60,78,12,1,3,0,16,85,NA,NA,"May","2018"
"White Nile","Rabak",103,76,39,37,8,0,12,0,20,22,NA,NA,"Jun","2018"
"White Nile","Rabak",72,117,54,63,10,2,23,0,35,38,NA,NA,"Jul","2018"
"White Nile","Rabak",157,120,58,63,39,5,5,1,50,44,NA,NA,"Aug","2018"
"White Nile","Rabak",187,160,76,84,108,1,12,0,121,56,NA,NA,"Sep","2018"
"White Nile","Rabak",171,109,73,61,29,2,7,0,38,55.5,NA,NA,"Oct","2018"
"White Nile","Rabak",200,123,58,60,37,3,32,3,75,78,NA,NA,"Nov","2018"
"White Nile","Rabak",202,129,55,75,55,3,19,1,78,105,NA,NA,"Dec","2018"
"White Nile","Tendalti",3,7,4,3,6,0,0,0,6,1,NA,NA,"Jan","2018"
"White Nile","Tendalti",4,10,4,6,9,0,0,0,9,1,NA,NA,"Feb","2018"
"White Nile","Tendalti",25,52,23,29,24,1,10,1,36,4,NA,NA,"Mar","2018"
"White Nile","Tendalti",55,22,11,10,13,0,10,0,23,7,NA,NA,"Apr","2018"
"White Nile","Tendalti",57,80,37,43,51,0,14,0,65,13,NA,NA,"May","2018"
"White Nile","Tendalti",107,58,29,29,41,0,3,0,44,13,NA,NA,"Jun","2018"
"White Nile","Tendalti",171,73,36,37,33,1,2,0,36,31,NA,NA,"Jul","2018"
"White Nile","Tendalti",76,0,0,0,0,0,0,0,0,2,NA,NA,"Aug","2018"
"White Nile","Tendalti",99,52,31,33,25,0,1,0,26,-3,NA,NA,"Sep","2018"
"White Nile","Tendalti",219,41,20,21,25,0,3,0,28,9,NA,NA,"Oct","2018"
"White Nile","Tendalti",193,31,12,19,19,0,2,1,22,13,NA,NA,"Nov","2018"
"White Nile","Tendalti",216,46,16,30,42,2,1,0,45,20,NA,NA,"Dec","2018"
"Blue Nile","Ed Damazine",330,101,46,55,91,0,10,0,101,144,165,NA,"Jan","2019"
"Blue Nile","Ed Damazine",317,96,48,48,106,0,9,1,116,111,0,NA,"Feb","2019"
"Blue Nile","Ed Damazine",261,108,60,48,84,0,14,0,98,119,0,NA,"Mar","2019"
"Blue Nile","Ed Damazine",245,132,59,73,103,0,11,0,114,98,0,NA,"Apr","2019"
"Blue Nile","Ed Damazine",257,148,65,83,143,0,6,1,150,109,0,NA,"May","2019"
"Blue Nile","Ed Damazine",255,207,93,114,77,1,10,0,88,101,82,NA,"Jun","2019"
"Blue Nile","Ed Damazine",338,603,295,308,124,3,4,0,131,290,148,NA,"Jul","2019"
"Blue Nile","Ed Damazine",786,462,232,230,271,3,33,1,308,329,6535,NA,"Aug","2019"
"Blue Nile","Ed Damazine",881,293,160,133,294,2,11,3,310,290,0,NA,"Sep","2019"
"Blue Nile","Ed Damazine",831,229,115,114,260,5,16,1,282,226,0,NA,"Oct","2019"
"Blue Nile","Ed Damazine",598,154,76,78,152,3,8,4,167,148,14423,NA,"Nov","2019"
"Blue Nile","El Kurmuk",269,38,15,23,53,0,2,0,55,69,3506,NA,"Jan","2019"
"Blue Nile","El Kurmuk",155,51,24,27,42,1,0,2,45,78,2248,NA,"Feb","2019"
"Blue Nile","El Kurmuk",135,45,18,27,45,0,3,2,50,78,6307,NA,"Mar","2019"
"Blue Nile","El Kurmuk",129,20,9,11,26,1,0,0,27,34,0,NA,"Apr","2019"
"Blue Nile","El Kurmuk",120,63,33,30,55,1,6,0,62,30,2155,NA,"May","2019"
"Blue Nile","El Kurmuk",112,24,11,13,40,0,20,0,60,40,1863,NA,"Jun","2019"
"Blue Nile","El Kurmuk",118,61,26,35,55,1,0,1,57,53,633,NA,"Jul","2019"
"Blue Nile","El Kurmuk",102,47,22,25,31,4,1,0,36,41,730,NA,"Aug","2019"
"Blue Nile","El Kurmuk",126,40,23,17,38,1,0,0,39,32,2190,NA,"Sep","2019"
"Blue Nile","El Kurmuk",104,90,38,52,41,2,0,0,43,42,6908,NA,"Oct","2019"
"Blue Nile","El Kurmuk",150,31,16,15,58,0,1,0,59,78,3002,NA,"Nov","2019"
"Blue Nile","El Roseiris",368,78,36,42,111,1,3,0,115,170,0,NA,"Jan","2019"
"Blue Nile","El Roseiris",326,146,64,82,137,0,3,0,140,124,4278,NA,"Feb","2019"
"Blue Nile","El Roseiris",329,100,54,46,153,0,3,0,156,144,0,NA,"Mar","2019"
"Blue Nile","El Roseiris",276,91,41,50,134,0,4,1,139,118,0,NA,"Apr","2019"
"Blue Nile","El Roseiris",205,162,66,96,109,1,3,1,114,135,0,NA,"May","2019"
"Blue Nile","El Roseiris",263,294,126,168,135,1,8,0,144,182,6024,NA,"Jun","2019"
"Blue Nile","El Roseiris",395,409,172,237,165,1,6,0,172,297,5878,NA,"Jul","2019"
"Blue Nile","El Roseiris",595,373,166,207,281,2,9,0,292,259,9451,NA,"Aug","2019"
"Blue Nile","El Roseiris",656,287,152,135,320,3,5,0,328,240,13978,NA,"Sep","2019"
"Blue Nile","El Roseiris",597,190,84,106,250,2,9,0,261,169,0,NA,"Oct","2019"
"Blue Nile","El Roseiris",523,155,71,84,236,0,2,2,240,235,4700,NA,"Nov","2019"
"Blue Nile","El Tadamon",366,65,35,30,78,0,0,0,78,93,2838,NA,"Jan","2019"
"Blue Nile","El Tadamon",355,70,36,34,56,0,0,0,56,97,5158,NA,"Feb","2019"
"Blue Nile","El Tadamon",369,74,42,32,64,0,0,0,64,80,1132,NA,"Mar","2019"
"Blue Nile","El Tadamon",383,43,19,24,132,0,2,0,134,112,119,NA,"Apr","2019"
"Blue Nile","El Tadamon",133,54,18,36,71,0,0,0,71,58,897,NA,"May","2019"
"Blue Nile","El Tadamon",286,190,70,120,58,0,0,0,58,81,8358,NA,"Jun","2019"
"Blue Nile","El Tadamon",427,182,77,105,145,0,0,0,145,125,4407,NA,"Jul","2019"
"Blue Nile","El Tadamon",472,144,84,60,195,0,1,0,196,141,5417,NA,"Aug","2019"
"Blue Nile","El Tadamon",416,144,58,86,149,1,1,0,151,118,3901,NA,"Sep","2019"
"Blue Nile","El Tadamon",366,46,20,26,133,0,0,0,133,67,1494,NA,"Oct","2019"
"Blue Nile","El Tadamon",329,123,48,75,127,0,0,0,127,96,3108,NA,"Nov","2019"
"Blue Nile","Baw",203,82,39,43,55,0,2,0,57,93,0,NA,"Jan","2019"
"Blue Nile","Baw",228,107,49,58,89,0,1,0,90,86,4181,NA,"Feb","2019"
"Blue Nile","Baw",245,56,26,30,74,0,0,0,74,68,0,NA,"Mar","2019"
"Blue Nile","Baw",231,39,19,20,86,0,0,0,86,91,0,NA,"Apr","2019"
"Blue Nile","Baw",184,84,35,49,67,0,0,0,67,74,0,NA,"May","2019"
"Blue Nile","Baw",55,103,45,58,69,0,1,0,70,19,0,NA,"Jun","2019"
"Blue Nile","Baw",229,53,27,26,23,0,0,0,23,51,0,NA,"Jul","2019"
"Blue Nile","Baw",258,96,40,56,52,1,3,0,56,53,1350,NA,"Aug","2019"
"Blue Nile","Baw",303,47,23,24,36,1,1,0,38,74,0,NA,"Sep","2019"
"Blue Nile","Baw",309,48,12,36,87,1,2,0,90,107,1583,NA,"Oct","2019"
"Blue Nile","Baw",267,78,41,37,82,0,0,0,82,71,0,NA,"Nov","2019"
"Blue Nile","Geisan",295,36,17,19,61,0,4,0,65,69,2733,NA,"Jan","2019"
"Blue Nile","Geisan",314,36,15,21,71,0,1,0,72,65,2142,NA,"Feb","2019"
"Blue Nile","Geisan",279,142,65,77,65,0,2,0,67,143,11969,NA,"Mar","2019"
"Blue Nile","Geisan",402,59,32,27,111,0,7,0,118,87,0,NA,"Apr","2019"
"Blue Nile","Geisan",157,84,40,44,35,1,1,2,39,59,3719,NA,"May","2019"
"Blue Nile","Geisan",390,251,114,137,75,2,6,0,83,120,14083,NA,"Jun","2019"
"Blue Nile","Geisan",577,173,75,98,98,4,5,1,108,157,803,NA,"Jul","2019"
"Blue Nile","Geisan",669,198,91,107,120,2,17,2,141,201,3132,NA,"Aug","2019"
"Blue Nile","Geisan",731,177,88,89,200,3,5,1,209,226,9301,NA,"Sep","2019"
"Blue Nile","Geisan",676,157,66,91,234,1,5,1,241,206,1645,NA,"Oct","2019"
"Blue Nile","Geisan",559,132,53,79,128,2,6,1,137,186,9641,NA,"Nov","2019"
"Blue Nile","Wad El Mahi",447,53,22,31,150,0,9,0,159,148,0,NA,"Jan","2019"
"Blue Nile","Wad El Mahi",340,135,60,75,90,0,7,0,97,111,8220,NA,"Feb","2019"
"Blue Nile","Wad El Mahi",376,94,45,49,60,0,5,0,65,128,0,NA,"Mar","2019"
"Blue Nile","Wad El Mahi",416,142,62,80,133,0,5,0,138,137,0,NA,"Apr","2019"
"Blue Nile","Wad El Mahi",425,211,98,113,190,1,5,0,196,224,0,NA,"May","2019"
"Blue Nile","Wad El Mahi",441,281,129,152,144,2,3,0,149,224,13151,NA,"Jun","2019"
"Blue Nile","Wad El Mahi",542,316,121,195,214,2,7,0,223,217,6069,NA,"Jul","2019"
"Blue Nile","Wad El Mahi",644,359,153,206,281,3,9,0,293,281,17824,NA,"Aug","2019"
"Blue Nile","Wad El Mahi",677,181,79,102,242,2,7,1,252,211,8686,NA,"Sep","2019"
"Blue Nile","Wad El Mahi",652,267,131,136,301,0,5,0,306,235,4798,NA,"Oct","2019"
"Blue Nile","Wad El Mahi",605,145,72,73,268,2,7,2,279,258,0,NA,"Nov","2019"
"Central Darfur","Azum",480,74,35,39,65,0,3,4,72,60,3387,NA,"Jan","2019"
"Central Darfur","Azum",475,64,25,39,50,0,2,0,52,136,1619,NA,"Feb","2019"
"Central Darfur","Azum",491,51,24,27,55,0,1,4,60,38,2311,NA,"Mar","2019"
"Central Darfur","Azum",261,16,4,12,16,0,0,2,18,85,1215,NA,"Apr","2019"
"Central Darfur","Azum",315,77,37,41,31,0,0,6,37,176,3488,NA,"May","2019"
"Central Darfur","Azum",355,107,14,28,48,0,0,1,49,55,7871,NA,"Jun","2019"
"Central Darfur","Azum",424,171,71,100,35,0,0,0,35,172,3281,NA,"Jul","2019"
"Central Darfur","Azum",551,82,45,37,51,1,1,0,53,72,4565,NA,"Aug","2019"
"Central Darfur","Azum",535,125,54,65,82,3,1,2,88,196,2706,NA,"Sep","2019"
"Central Darfur","Azum",608,88,39,49,81,0,0,6,87,112.45,4446,NA,"Oct","2019"
"Central Darfur","Azum",624,72,25,47,170,0,1,3,174,77,4077,NA,"Nov","2019"
"Central Darfur","Azum",525,45,20,24,97,0,0,3,100,6.55,5508,NA,"Dec","2019"
